Sentence,Emitens,Tweet Date,Sentiment
"IHSG Incar 7.373, Rekomendasi Saham UNVR-GGRM [URL]","('UNVR', 'GGRM')",21/02/2024,Positive
"IHSG Diproyeksi Naik Lagi, Saham UNVR hingga ADHI Berpotensi Cuan [URL]","('UNVR', 'ADHI')",21/02/2024,Positive
"[USERNAME] sejauh ini aku masii aja make produk nya, lagian unvr udah ngasih bantuan ke Palestina lho",(),20/02/2024,Positive
[USERNAME] saya sih ada di tim tahan unvr moga bisa cepet bangkit dan sembuh harganya,(),20/02/2024,Positive
"[USERNAME] moga bisa cepet berhenti deh b0ikot2nya, toh unvr ga pro isriwil jg ditambah udah ada statement mui",(),20/02/2024,Positive
"[USERNAME] harusnya bisa b0ikot yg bijak sih, unvr gaada menyatakan pro isriwil dan udh nyumbang juga",(),20/02/2024,Positive
"[USERNAME] saya dr dlu pakai produknya unvr, Alhamdulillah perusahaan nya ikut donasi ke palestina",(),20/02/2024,Positive
"[USERNAME] dari awal ga ikutan boikot karna blm valid juga, nyata unvr pro palestina",(),20/02/2024,Positive
"[USERNAME] pdhal unvr tuh udah donasi ke palestina loh berati memang ga pro isriwil, semoga gada boikot2 lg yaa biar bangkit",(),20/02/2024,Positive
Masih ada yang pegang shm! $UNVR? EPSnya semakin nyungsep! [URL],"('UNVR',)",20/02/2024,Negative
scalping UNVR mase berlanksunK neh: per tgl 20 Februari 2024: kondisi fundamental unvr MEMBURUK: BY JO kontrarian d portofolio warteg saham ot P: imas juga discalping BY JO: tuh: [URL],"('UNVR',)",20/02/2024,Negative
"PT Unilever Indonesia Tbk (UNVR) telah memublikasikan Laporan Keuangan Tahun 2023. Pendapatan UNVR turun 6,32% dibandingkan dengan periode yang sama pada tahun sebelumnya dan Laba Bersih menyusut 10,5%. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]","('UNVR', 'UNVR')",20/02/2024,Negative
"Sepanjang 2024, saham UNVR tercatat telah terkoreksi 20,56 persen. Berikut prospeknya saat boikot berlanjut. [URL] [HASHTAG] [URL]","('UNVR',)",19/02/2024,Negative
Estimasi pendapatan dan laba bersih Unilever Indonesia (UNVR) pada 2024 dipangkas. Bagaimana rekomendasi dan target harga saham UNVR? [URL] [HASHTAG] [HASHTAG] [HASHTAG],"('UNVR', 'UNVR')",19/02/2024,Negative
"Unilever, Masih Turun Lagi? Dalam 5 tahun terakhir, harga saham UNVR atau Unilever Indonesia sudah turun -70%, dimana dalam 1 tahun terakhir turun -38%. Banyak yang berpikir, apakah saham ini sudah murah alias undervalued? Apakah sudah layak dibeli? Anda mungkin pernahÅEÄ¶","('UNVR',)",17/02/2024,Negative
[USERNAME] [USERNAME] [USERNAME] Gini nder... klo kmu ngerasa itu udah untung ya take profit lah.. kalo masih kurang dan itu saham yg bagus menurut kamu ya stay aja sambil cicil terus. Tp tentuin cuannya tuh mau berapa ?! Inget nder belajar dari investor UNVR ÅEÅEÅEÅEÅEÅE§£,"('UNVR',)",16/02/2024,Negative
"[USERNAME] [USERNAME] yg penting ad surat undangan aj mas. beli aj tuh sham UNVR 1lot, trus datang. lagian gaakan ditanya kok kita punya brapa lot wkwkwk","('UNVR',)",16/02/2024,Neutral
Menengok Prospek Saham Unilever (UNVR) Usai Rilis Kinerja Keuangan [URL],"('UNVR',)",16/02/2024,Neutral
"[USERNAME] gatau mas, ta souvenir UNVR yg keren bagiku wkwkwk","('UNVR',)",16/02/2024,Neutral
"Indeks Bisnis-27 Ditutup Menguat, Saham Vale (INCO) &amp Unilever (UNVR) Justru Melorot [URL]","('INCO', 'UNVR')",16/02/2024,Negative
per tgl 16 Februari 2024: scalping UNVR terjadi lg: portofolio warteg saham BY JO ot P: neh: [URL],"('UNVR',)",16/02/2024,Neutral
"Ada yang udah mulai nyerah Ges di UNVR. Semoga konsisten yah menyerahnya. Jangan kayak GOTO, plinplan, baru naik dikit udah belanja lagi Ritelnya. Bukan Saham Rekomendasi, ini cuman jadi komentator. [URL]","('UNVR', 'GOTO')",15/02/2024,Negative
"[USERNAME] Lhoooo liaten dalem nya emiten apa aja, ya kali isinya asii dan unvr",(),15/02/2024,Negative
"[USERNAME] [USERNAME] Kalau kompetitor yg di mksd wings. Di tmpt ku ga rusak. Liat next strategi pun, mereka blg mslh distribusi jg? Imo, org entry unvr maybe investor ga si? fundamental? Income mereka kan ngaruh ke lapkeu, saat investor tau lapkeu turun, pada cabut jdnya. Simpelnya gt. Cmiiw yaÅEÅEÅEÅE",(),14/02/2024,Neutral
"[USERNAME] Dari sabang sampai merauke, semua produk UNVR ada semua. Jgn bermimpi banyak saham tsb akan naik. Kecuali ekspansi ke planet MARS","('UNVR',)",14/02/2024,Negative
"Apakah harga saham saat ini sdh murah? Tentu tiap orang berbeda. Jika kita menggunakan pendekatan equity bond misalnya, imbal hasil berinvestasi disaham UNVR masih lebih rendah dariberinvestasi di surat utang. Namun jika kita melihat ada potensi pertumbuhan, bisa dibeli bertahap.","('UNVR',)",14/02/2024,Neutral
"Membeli saham dengan valuasi yang sangat premium, meningkatkan resiko investasi. Mulai tahun 2019 EPS UNVR mengalami penurunan terus menerus. Pendulum investor dari kondisi optimis bergeser ke pendulum pesimis. Pertanyaannya : Apakah harga saham saat ini sdh murah?","('UNVR',)",14/02/2024,Negative
"Harga saham UNVR mengalami penurunan cukup dalam dari harga tertinggi Rp 10,600 ke 2800 ( penutupan pasar 13 Feb 2024). Seperti yang ditulis Benjamin Graham in the short run, the market is a voting machine but in the long run it is a weighing machine""""","('UNVR',)",14/02/2024,Negative
"Harga saham UNVR mengalami penurunan cukup dalam dari harga tertinggi Rp 10,600 ke 2800 (closing market 13 pebruari). Kinerja perusahaanlah satu satunya faktor yang menentukan harga saham dalam jangka panjang.","('UNVR',)",14/02/2024,Negative
"[USERNAME] [USERNAME] Boikot bukan faktor pertama UNVR jatoh, tp karena barang2nya udh mahal aja ketimbang kompetitor","('UNVR',)",14/02/2024,Negative
"[USERNAME] [USERNAME] [USERNAME] [USERNAME] Kalau harga rusak di konsumen artinya mahal, ujungnya ga laku kalah bersaing harga. Boikot itu baru akhir2 ini, padahal saham unvr udah turun sejak 2020.",(),13/02/2024,Negative
"[USERNAME] [USERNAME] Izin bertanya kak, apa alur distribusi bermasalah bisa berdampak signifikan terhadap fluktuasi saham? Soalnya tidak hanya unvr, produk kompetitor pun jg menghadapi mslh yg sama. Saya pedagang grosir dan pernah ngobrol langsung dgn manajer unvr mengenai rusaknya harga di pasaran.",(),13/02/2024,Neutral
[USERNAME] [USERNAME] [USERNAME] Gak ada ngaruhnya harga rusak di konsumen. Unvr sbg principal itung revenue dari harga hpp yg keluar dari pabrik. Ini murni krn boikot. Sebelum boikot jg kena isu cancer di produk shamponya,(),13/02/2024,Negative
"[USERNAME] Karena sekarang sudah banyak second option dibandingkan dengan produk produk dari unvr, mulai dari harga yang bersaing dr kompetitor dan juga target pasarnya yang tergolong produk menengah keatas. Belum lagi di massa sekarang pembeli lebih pintar memilih dlm segi efisiensi biaya",(),13/02/2024,Negative
[USERNAME] [USERNAME] Jauh sebelum itu UNVR sudah downtrend.ditambah aksi bohikod tambah meringis.,"('UNVR',)",13/02/2024,Negative
Saham UNVR uda di bawah harga 10 tahun lalu nih..,"('UNVR',)",13/02/2024,Negative
"[USERNAME] [USERNAME] Sekelas UNVR harus nya mah bisa mengatasi ini.. Mana bule2 ahli pemasaran nya? Turun donk.. Apalagi klo cuma 1 P dari 4P marketing mix nya, hrs nya mudah..","('UNVR',)",13/02/2024,Negative
"[USERNAME] Supply chain mereka jelek. Beda sama FMCG lainnya yg emang sistemnya bagus. Dari D1 sampai seller ga jelas, makanya tambah harga jadi ga relevan untuk sekarang (apalagi ada banyak FMCG yg saluran nya bagus) makin rungkad UNVR","('UNVR',)",13/02/2024,Negative
"[USERNAME] Imo, karna aku di retail. Ini company alur distribusinya bermasalah jadi kena ke income. Harusnya cuma 3 rantai, bisa jadi 5. Harga ni produk aslinya bisa bersaing dg rival. Kualitas pun ttp unggul unvr. karna ulah ordal mrka jg, jadi harga produknya ga terjaga dan hancur.",(),13/02/2024,Negative
saham UNVR ambrol dikepunK sentimen negatif: kontrarian BY JO : skaligus scalping UNVR aza : 13 Februari 2024 (H-1 pencoblosan): [URL],"('UNVR', 'UNVR')",13/02/2024,Negative
"[USERNAME] alhamdulilah sih semenjak rame boikot, saham UNVR semakin meningkat aja gokils ÅEÅEÅEÅE","('UNVR',)",13/02/2024,Positive
"[USERNAME] saham overvalue kok dibeli. yang waras2 aja lah, masih banyak saham undervalue kinerja baik lebih pantas dibeli daripada UNVR","('UNVR',)",13/02/2024,Negative
"[USERNAME] Orang lebih senang judi dan menunjukkan kegagahan tampung pisau jatuh Daripada berpikir waras Dari 800 an saham di bursa, yg di lihat unvr",(),13/02/2024,Negative
"Boikot produk israel, persaingan bisnis produk serupa, kinerja keuangan bikin [HASHTAG] longsor tiap harinya, tapi dibalik ini ada investor [URL] dari nov 23 serok saham unvr [URL]",(),12/02/2024,Negative
"Halo, GISERS! ÅEÅE® Berikut update insight saham hari ini, udah pada cuan berapa persen nih?? [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]",(),12/02/2024,Neutral
Ada yang masih setia sama saham UNVR? . Dirty Vote Gejayan Memanggil Baru 25% [URL],"('UNVR',)",12/02/2024,Neutral
"[USERNAME] Duh UNVR ini saham impian lho padahal. Dulu pas 2018 ikut SPM, yg diambil contoh selalu ini saham. Mana perusahaan besar kan. Jadi angan2 punya saham Unilever. Haha. Setelah tau saham, ternyata gak segampang itu.","('UNVR',)",12/02/2024,Negative
"Awal liat saham UNVR pas kuliah di harga 10 rbu/lembar, sempet kepikiran mau beli tpi alhamdulillah dlu blm ada jiwa2 FOMO","('UNVR',)",12/02/2024,Negative
"Untuk saham top gainer &amp top loser: Top Gainer ADMF, Rp. 11,950 (+600) DSSA, Rp. 120,500 (+500) PANI, Rp. 5,300 (+410) Top Loser CUAN, Rp. 7,300 (-500) SMMA, Rp. 14,475 (-350) UNVR, Rp. 2,920 (-350) [URL]","('ADMF', 'DSSA', 'PANI', 'CUAN', 'SMMA', 'UNVR')",12/02/2024,Neutral
Kkwkwkw dr 2019 sy sdh delet unvr sbg saham long invest,(),12/02/2024,Negative
"Saham UNVR Anjlok, Boikot Israel, dan Prediksi Kinerja Keuangan [URL]","('UNVR',)",12/02/2024,Negative
Saham $UNVR ini sejak 2018 kerjaannya cuma bikin new low. Belum sembuh-sembuh ÅEÅEÅEÅE,"('UNVR',)",12/02/2024,Negative
"Nasihat investasi populer: Belilah saham perusahaan yang produknya kamu pakai sehari-hari"" Saham $UNVR : [URL]","('UNVR',)",12/02/2024,Negative
"Harga saham PT Unilever Indonesia Tbk (UNVR) jatuh menembus Rp3.000/saham, terendah dalam lebih dari 1 dekade. Simak selengkapnya: [URL] [URL]","('UNVR',)",12/02/2024,Negative
scalping UNVR: portofolio warteg saham BY JO: per tgl 12 Februari 2024: neh: [URL],"('UNVR',)",12/02/2024,Neutral
"[USERNAME] boro-boro mau komen. udah diblok sejak unileper di 6000. gara-gara saya komen mending beli bumi daripada unvr"" eh malah bumi yang bagger kan ÅEÅE´µÅEÅEÅEªÅEÅE§£""",(),12/02/2024,Negative
Harga saham UNVR turun 8% ke 3000 hari ini setelah pengumuman laba yg terus turun. [URL],"('UNVR',)",12/02/2024,Negative
"Sampai akhirnya, tren pertumbuhan mulai stagnan bahkan menurun, wajar kini saham UNVR terus dianggap mahal. Lalu berapa murahnya? Ulasan lengkap saham UNVR bisa cek di sini: [URL]","('UNVR', 'UNVR')",11/02/2024,Negative
"Dengan posisi PE UNVR saat ini masih berada di dekat standard deviasi minus 1 dalam lima tahun terakhir, apakah harga saham UNVR sudah murah?","('UNVR', 'UNVR')",11/02/2024,Neutral
"Pendapatan turun 16 persen, dan laba bersih turun 32 persen dibandingkan dengan periode sama tahun sebelumnya. Efeknya pun langsung memukul kinerja akumulasi sepanjang 2023, sehingga ada kemungkinan saham UNVR sedikit tertekan di pembukaan market 12 Februari 2024.","('UNVR',)",11/02/2024,Negative
Apakah saham $UNVR sudah murah setelah harganya turun 67% dalam 5 tahun? [URL],"('UNVR',)",11/02/2024,Neutral
"Unilever (UNVR) Jual Beberapa Aset Lini Ice Cream, Sudah Masuk dalam Neraca 2023 [URL] [HASHTAG] [HASHTAG] [HASHTAG]","('UNVR',)",08/02/2024,Neutral
Prospek Saham Unilever (UNVR) di Tengah Strategi Pemulihan dan Potensi Dividen [URL],"('UNVR',)",08/02/2024,Positive
"manajemen transaksi saham UNVR dalam portofolio warteg BY JO: periode 01 Februari 2018 s/d 07 Februari 2024: gambaran secara kasar menunjukkan tren penurunan harga saham UNVR: juga berimbas ke RASIO nas n CUTE portofolio: tapi tetap dapat dividen, bahkan Dividend Yield oke: [URL]","('UNVR', 'UNVR')",07/02/2024,Negative
"PT Unilever Indonesia Tbk (UNVR) mencatatkan penjualan bersih sebesar Rp 38,6 triliun dan laba bersih sebesar Rp 4,8 triliun sepanjang 2023. [URL] [HASHTAG] [HASHTAG] [HASHTAG]","('UNVR',)",07/02/2024,Neutral
"kgt bgt saham unvr 3k an, terakhir ngecek 2019 masih tinggi bgtÅEÅEÅEÄ",(),05/02/2024,Negative
"IHSG Ditutup Menguat ke Level 7.238, Saham ASII hingga UNVR Ikut Menghijau (Jumat, 2 Februari 2024) [URL]","('ASII', 'UNVR')",02/02/2024,Positive
"IHSG Ditutup Menguat ke 7.238, Saham ASII, UNVR, hingga BREN Hijau [URL]","('ASII', 'UNVR', 'BREN')",02/02/2024,Positive
Karna udh dengar bbrp principle yg ngeluh. Auto cek liat saham fmcg $myor $good $klbf $mppa $kino $unvr parah pada downtrend semua ÅEÅE•≤. Yang mendingan cuma $icbf,(),31/01/2024,Negative
Melihat Siapa yang Masih Jor-joran Serok Saham Unilever (UNVR) [URL],"('UNVR',)",29/01/2024,Neutral
"Aku baru himpun sekitar 6 saham dividen jumbo yang kasih jebakan tersebut seperti: $INTP (2017-2021), $UNVR $HMSP $GGRM $LPPF dan satu lagi cek di artikel ini ya: [URL]","('INTP', 'UNVR', 'HMSP', 'GGRM', 'LPPF')",29/01/2024,Negative
Tiba2 keinget saham unvr ku yang on the floor ÅEÅEÅE©,(),28/01/2024,Negative
"[USERNAME] Keinget dulu awal kenal saham, gw nemu akun yg edukasi saham gembor2 kalo unvr itu bluechip (5th yg lalu). Padahal tu akun sering dijadiin panutan sama newbie2. Secara perusahaannya sih oke bagus, tp secara nilai sahamnya (per, pbv) sudah terlampau mahal. Kasian yg nyangkut.",(),22/01/2024,Negative
"[USERNAME] turut berduka cita buat apestor UNVR, 5 th invest cuma dapet hikmahnya aja klo chart kek gitu mending masuk deposito ÅEÅE§£","('UNVR',)",22/01/2024,Negative
Shm! $UNVR semakin longsor saudara-saudara ÅEÅEÅE≠ [URL],"('UNVR',)",22/01/2024,Negative
[USERNAME] Boomer2 aj yg pya saham unvr,(),19/01/2024,Negative
Apakah memang sudah tidak tertolong ÅEÅE§ÅE shm! $UNVR ??? [URL],"('UNVR',)",19/01/2024,Negative
nunggu 5 tahun juga itu belum menghitung resiko penurunan harga sahamnya seperti saham UNVR yang konsisten bergerak dalam tren turun dari awal tahun 2018,"('UNVR',)",17/01/2024,Negative
[USERNAME] yang pasti bukan $UNVR,"('UNVR',)",16/01/2024,Negative
Portofolio membaik setelah menjual seluruh saham UNVR dan GGRM. Sdhlah ÅEÅE§£,"('UNVR', 'GGRM')",15/01/2024,Negative
"IHSG Diprediksi Fluktuatif Awal Pekan, Cek Saham ESSA, AKRA &amp UNVR [URL]","('ESSA', 'AKRA', 'UNVR')",15/01/2024,Neutral
[USERNAME] Nangis!!! Ke inget UNVR HMSP akhirnya cutloss,"('UNVR', 'HMSP')",12/01/2024,Negative
"[USERNAME] Mungkin aja ketemu di bursa saham bang, alias si investor Unvr",(),12/01/2024,Neutral
Investor Meningkat! Saham Unilever Indonesia (UNVR) Semakin Menarik Perhatian [URL],"('UNVR',)",11/01/2024,Positive
Diam-diam Ramai Investor Serok Saham Unilever Indonesia (UNVR) [URL],"('UNVR',)",10/01/2024,Positive
"[USERNAME] menurut saya ada beberapa saham pak yang bisa, contoh simple nya yang membagikan dividen yeild rutin tiap tahun nya, tetapi jika kita liat saham-saham kaya $GOTO kita hold kita gak dapet momentum harga bawah, dan $UNVR beli di apr 2020 dan masih hold malah merugi selama 3 thn.","('GOTO', 'UNVR')",04/01/2024,Negative
"Me yg masih punya saham UNVR tp ga bisa buang krn minus dalem, yakali buang duit puluhan juta hiks","('UNVR',)",27/12/2023,Negative
"Bertemu oma-oma di RUPS UNVR, masih bawa saham warkat. Lalu, menasehati Masih muda, jangan boros! Waktu masih kerja, saya beli ORI 001"". Saya: hmm... beneran investor senior.""","('UNVR',)",26/12/2023,Neutral
"IHSG Hari Ini Menguji Level 7.231, Cermati Saham UNVR, PWON hingga HMSP [URL]","('UNVR', 'PWON', 'HMSP')",18/12/2023,Neutral
"Dah lama ga cek aplikasi saham. Baru ngeh gue punya saham Unilever. Ngeboikot produk2nya eh tapi malah masih punya sahamnya. Mau w jual aja besok. Gpp jual rugi soalnya saham UNVR sempet terjun bebas. Krn performance mreka kurang ok sih, ditambah boikot. Jadi, yok lanjut boikotÅEÅEÅE™ [URL]","('UNVR',)",10/12/2023,Negative
"IHSG Sesi I Turun 0,4%, Saham UNVR hingga GOTO Berguguran [URL]","('UNVR', 'GOTO')",05/12/2023,Negative
"IHSG Hari Ini Menuju 7.130, Cermati Saham BBCA, ASSA, ESSA &amp UNVR [URL]","('BBCA', 'ASSA', 'ESSA', 'UNVR')",04/12/2023,Neutral
"Ira menjual 870.000 saham UNVR atau setara 0,002% pada harga Rp3.650 per saham pada 2 November 2023. Dengan demikian, nilai transaksi penjualan saham ini mencapai Rp3,17 miliar.","('UNVR',)",04/12/2023,Neutral
"Sebelum Resign, Ira Noviarti Jual Saham Unilever (UNVR) Rp3,17 Miliar Presiden Direktur PT Unilever Indonesia Tbk. (UNVR) Ira Noviarti menjual seluruh saham UNVR yang dimilikinya sebelum resmi melepas kursi kepemimpinan. [URL]","('UNVR', 'UNVR', 'UNVR')",04/12/2023,Neutral
Kepemilikan saham petinggi2 nya UNVR ÅEÅEÅEÅE,"('UNVR',)",04/12/2023,Negative
"Sebelum Resign, Ira Noviarti Jual Saham Unilever (UNVR) Rp3,17 Miliar [URL]","('UNVR',)",04/12/2023,Neutral
"28 Maret 2022 pembelian saham UNVR pada harga 3.460. Pada 2 November 2023 dijual pada harga 3.650. Return dari capital gain 5,49% dan dividen 6,47%. Jadi total return 11,96%. Masih lumayan, hampir 6% per tahun. ÅEÅE§ÅE","('UNVR',)",01/12/2023,Positive
Mantan Direktur Utama PT Unilever Indonesia Ira Noviarti menjualnya 870.000 saham UNVR di harga Rp 3.650 pada 2 November 2023. [URL],"('UNVR',)",01/12/2023,Neutral
Mantan Presiden Direktur PT Unilever Indonesia Tbk (UNVR) Ira Novianti memutuskan untuk menjual saham yang dimilikinya di perusahaan tersebut. Setelah pada sebelumnya pada 24 Oktober lalu dia mengajukan pengunduran diri. [URL] [URL],"('UNVR',)",01/12/2023,Neutral
"Eks Presiden Direktur PT Unilever Indonesia Tbk (UNVR), Ira Noviarti menjual seluruh sahamnya di perusahaan, pada 2 November 2023. Alasan pelepasan saham tersebut untuk keperluan pendidikan anak. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL] [URL]","('UNVR',)",30/11/2023,Neutral
"Eks Presiden Direktur PT Unilever Indonesia Tbk (UNVR), Ira Noviarti menjual seluruh saham perusahaan pada 2 November 2023, nilainya capai Rp 3,17 miliar. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]","('UNVR',)",30/11/2023,Neutral
PT Unilever Indonesia Tbk (UNVR) merivisi jadwal dividen tunai interim. UNVR akan membagikan dividen interim untuk tahun buku 2023 sebesar Rp2.403.450.000.000 atau Rp63 per saham. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL],"('UNVR', 'UNVR')",29/11/2023,Positive
"Sandeep Kohli &amp Shiv Sahgal, masing-masing Direktur PT Unilever Indonesia Tbk (UNVR), mengajukan permohonan pengunduran diri dari jabatannya selaku Direktur pada 23 November 2023. UNVR akan menyelenggarakan RUPS untuk menindaklanjuti pengunduran diri tersebut. [HASHTAG] [HASHTAG] [HASHTAG] [URL]","('UNVR', 'UNVR')",28/11/2023,Neutral
PT Unilever Indonesia Tbk (UNVR) akan membagikan dividen interim untuk tahun buku 2023 sebesar Rp2.403.450.000.000 atau Rp63 per saham. UNVR mencatatkan Laba Bersih pada 30 September 2023 sebesar Rp4.188.857.000.000. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL],"('UNVR', 'UNVR')",27/11/2023,Positive
"[USERNAME] Sebulan terakhir saham UNVR anjlok 11% efek dr boikot, padahal udah di bantu pengumuman pembagian dividen 2,4T tp tetep g ngaruh, skr malah ad berita ginian, pemilik UNVR senin siap2 jantungan.","('UNVR', 'UNVR')",25/11/2023,Negative
[USERNAME] [USERNAME] [USERNAME] Biarin dia bakal ngeyel terus klo dikasih tau. Yg pernah hold saham UNVR 6000 an cuma nyengir liat komen dia.,"('UNVR',)",25/11/2023,Negative
UNVR) telah mengumumkan rencananya untuk memberikan dividen interim sebesar Rp 63 per saham kepada para pemegang sahamnya. [URL],"('UNVR',)",25/11/2023,Positive
Dah bisa beli saham unvr belum prof [USERNAME] ?,(),25/11/2023,Neutral
"Saham Unilever (UNVR) Menguat Usai Umumkan Pembagian Dividen Interim Senilai Rp2,40 Triliun [URL] [HASHTAG]","('UNVR',)",23/11/2023,Positive
"Selamat siang Teman Alinea. Usai ramai gerakan boikot produk Israel, saham perusahaan [HASHTAG] [HASHTAG] [HASHTAG] mengalami pelemahan. Apa betul? Cek di sini: [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]",(),23/11/2023,Negative
"Jadwal Dividen Unilever (UNVR) 2023, Rp63 per Saham [URL]","('UNVR',)",23/11/2023,Positive
"Unilever (UNVR) Bagi Dividen Rp63 per Saham Total Rp2,4 Triliun, Cek Jadwalnya [URL]","('UNVR',)",23/11/2023,Positive
"IHSG Berisiko Lanjut Melemah, Saham PGAS, PTBA &amp UNVR Layak Dicermati [URL]","('PGAS', 'PTBA', 'UNVR')",23/11/2023,Negative
"[USERNAME] UNVR dimiliki dan dikendalikan oleh UNILEVER INDONESIA HOLDING B.V yang memegang porsi saham sebanyak 32.424.387.500 lembar atau setara 84,99%. Mereka adalah salah satu perusahaan¬†consumer goods¬†global terbesar asal Belanda. [URL]","('UNVR',)",20/11/2023,Neutral
[USERNAME] So soan nyalahin boikot. Saham unvr gue udh anjlok dr 2020. Rugi 10%. Dr harga 8000an sknrg udh 5000an,(),20/11/2023,Negative
"Secara teknikal IHSG masih berpotensi menguat uji Resistance area 7000. Adapun saham dengan kapitalisasi besar berpotensi menguat mendukung kenaikan IHSG : BBRI BBCA BREN UNTR TLKM Swing Trade : TLKM, UNVR, INDF Fast Trade : BIPI, MKTR, TNCA Stoploss &lt 5% *Disclaimer On* [URL]","('BBRI', 'BBCA', 'BREN', 'UNTR', 'TLKM', 'TLKM', 'UNVR', 'INDF', 'BIPI', 'MKTR', 'TNCA')",20/11/2023,Positive
"[USERNAME] Berarti, dahsyat emang gerakan BDS ini. Saham UNVR aja mulai turun terus.. Bahkan produknya di beberapa minimarket dijual tebus murah"". Tapi bagi para pekerjanya, semoga dpt yg terbaik dari Allah SWT. Pasti dr pintu mana pun rezeki akan datang..""","('UNVR',)",19/11/2023,Negative
[cm] halo gais mau nanya dong kira2 pemboikotan produk pro israel ini ada ga ya yg udah ngaruh ke penurunan harga saham? td rencananya pgn ngeforecast harga saham unvr buat skripsi tp setelah baca2 unvr emg udh turun dari dulu. huhu bingung. makasih sebelumnya yg udh jawab!!,(),18/11/2023,Negative
"Secara pekanan, kinerja UNVR berada dalam tekanan dengan rata-rata penurunan mencapai lebih dari satu persen. Adapun selama satu bulan terakhir, saham UNVR anjlok 11,14 persen dan menyentuh level terendah dalam satu terakhir di posisi 3.410. Di samping isu boikot, penurunanÅEÄ¶ [URL]","('UNVR', 'UNVR')",17/11/2023,Negative
Nasib Saham Unilever (UNVR) &amp [HASHTAG] Starbucks (MAPB) di Tengah Seruan Boikot Israel [URL] [HASHTAG] Laden,"('UNVR', 'MAPB')",17/11/2023,Negative
Terpaksa jual saham UNVR dengan loss 712k ÅEÅEÅEÅE Makin ditahan malah makin turun bangke. Mana support israhell,"('UNVR',)",17/11/2023,Negative
"Saham $UNVR memang sudah turun sejak 3 tahun lalu karena kinerja perusahaan yang terus menurun, terlihat dari EPSnya (188 pada 2020, 151 pada 2021, dan 141 pada 2022). Pasar menghargai $UNVR seharga 132T, padahal ekuitasnya hanya 5T, berarti masih overpriced ~20x lipat ÅEÅE•µ","('UNVR', 'UNVR')",16/11/2023,Negative
"Jika ditarik lebih jauh ke belakang, dibandingkan lima hari lalu, harga saham UNVR telah merosot sebesar 160 poin atau 4,44% dari angka Rp3.600 per saham [URL]","('UNVR',)",16/11/2023,Negative
"Saham Unilever mah udah dari dulu menurun terus anjir ÅEÅE§£ Mau boikot kek, mau apalah, UNVR emang lagi downtrend terus, gak ada pengaruh nya dari boikot","('UNVR',)",16/11/2023,Negative
"Pinter aja yang bikin berita, biar dapat simpati. Saham UNVR mah sudah longsor sejak lama. Malah di kalangan trader dijadiin joke ÅEÅEÅEÅE","('UNVR',)",16/11/2023,Negative
"[USERNAME] Sebelum adanya gerakan boikot memang saham $UNVR turun trs, mungkin karena udh banyak pesaing lokal jg.","('UNVR',)",16/11/2023,Negative
"apaan siii, daridulu saham unvr emang udah tertekan ÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅE",(),16/11/2023,Negative
"[USERNAME] Nanti lihat kinerja kuartal IV. Skrg saham UNVR mgkn kena tekanan temporer doang.Kl rilis kinerjanya anjlok,sahamnya bakal turun lbh dalam. Gw sih ga menyuarakan BDS, tp bismillah mulai transisi menghindari produk UNVR dan lainnya yg terafiliasiÅEÅEÅEÆÅEÅEÅE±.Cm produk yg ada habiskan dulu.","('UNVR', 'UNVR')",16/11/2023,Negative
"[USERNAME] Klo ngikutin saham UNVR darilama sih ga kaget, sebelum tren boikot ini emang turun terus sahamnya wkwkw","('UNVR',)",15/11/2023,Negative
Laju Saham Unilever (UNVR) hingga Pizza Hut (PZZA) saat Seruan Boikot Israel Menggema [URL],"('UNVR', 'PZZA')",15/11/2023,Negative
PT Unilever Indonesia Tbk (UNVR) akan menyelenggarakan [HASHTAG] Luar Biasa pada 19 Desember 2023 pukul 10.30 WIB. Pemegang [HASHTAG] yang namanya tercatat dalam Daftar Pemegang Saham UNVR pada 24 November 2023 pukul 16.00 WIB berhak hadir atau diwakili dalam acara tersebut. [HASHTAG] [HASHTAG] [URL],"('UNVR', 'UNVR')",15/11/2023,Neutral
"Saham-Saham di Balik Produk Sasaran Boikot Israel, MAPI, PZZA, hingga UNVR [URL]","('MAPI', 'PZZA', 'UNVR')",15/11/2023,Negative
"Indeks Bisnis-27 Ditutup Melemah, Saham SMGR, MTEL hingga UNVR Loyo [URL]","('SMGR', 'MTEL', 'UNVR')",14/11/2023,Negative
Bu guru yoshinaga pun terdiam karna teringat dgn saham $UNVR avg 7500 yg ada di portonya.,"('UNVR',)",14/11/2023,Negative
